ref_no,order,time,cashier_name,bill_type,pickup_type,payment_method,balance,discount,taxes_svc,payment,tip,change,cashback
3011175,10000,17/3/2023 19:22,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿204,฿0,฿0,฿204,฿0,฿0,฿0
3011174,10001,17/3/2023 18:53,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿640,฿0,฿0,฿640,฿0,฿0,฿0
3011173,10002,17/3/2023 18:33,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3011172,10003,17/3/2023 14:05,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿575,฿0,฿0,฿575,฿0,฿0,฿0
3011171,10004,17/3/2023 12:42,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿600,฿0,฿0,฿600,฿0,฿0,฿0
3011170,10005,17/3/2023 12:42,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿323,฿0,฿0,฿323,฿0,฿0,฿0
3011169,10006,17/3/2023 12:30,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿164,฿0,฿0,฿164,฿0,฿0,฿0
3011168,10007,17/3/2023 12:10,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿309,฿0,฿0,฿309,฿0,฿0,฿0
3011167,10008,17/3/2023 12:09,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3011166,10009,17/3/2023 11:56,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿475,฿0,฿0,฿475,฿0,฿0,฿0
3011165,10010,17/3/2023 11:34,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿210,฿0,฿0,฿210,฿0,฿0,฿0
3011164,10011,17/3/2023 11:17,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿204,฿0,฿0,฿204,฿0,฿0,฿0
3011163,10012,16/3/2023 20:40,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿10,฿0,฿0,฿10,฿0,฿0,฿0
3011162,10013,16/3/2023 19:55,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3011161,10014,16/3/2023 19:44,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011160,10015,16/3/2023 19:40,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3011159,10016,16/3/2023 19:08,มินนี่,ทานที่ร้าน,-,เงินสด,฿428,฿0,฿0,"฿1,008",฿0,฿580,฿0
3011158,10017,16/3/2023 19:00,มินนี่,ทานที่ร้าน,-,เงินสด,฿157,฿0,฿0,฿160,฿0,฿3,฿0
3011157,10018,16/3/2023 18:47,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿170,฿0,฿0,฿170,฿0,฿0,฿0
3011156,10019,16/3/2023 18:43,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011155,10020,16/3/2023 18:02,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿99,฿0,฿0,฿99,฿0,฿0,฿0
3011154,10021,16/3/2023 17:44,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿160,฿0,฿0,฿160,฿0,฿0,฿0
3011153,10022,16/3/2023 16:28,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿129,฿0,฿0,฿129,฿0,฿0,฿0
3011152,10023,16/3/2023 15:35,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿341,฿0,฿0,฿341,฿0,฿0,฿0
3011151,10024,16/3/2023 15:17,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿325,฿0,฿0,฿325,฿0,฿0,฿0
3011150,10025,16/3/2023 14:19,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3011149,10026,16/3/2023 13:42,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011148,10027,16/3/2023 13:29,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿268,฿0,฿0,฿268,฿0,฿0,฿0
3011147,10028,16/3/2023 13:01,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿818,฿0,฿0,฿818,฿0,฿0,฿0
3011146,10029,16/3/2023 12:52,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011145,10030,16/3/2023 12:46,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3011144,10031,16/3/2023 12:44,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿803,฿0,฿0,฿803,฿0,฿0,฿0
3011143,10032,16/3/2023 12:32,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿530,฿0,฿0,฿530,฿0,฿0,฿0
3011142,10033,16/3/2023 12:27,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿333,฿0,฿0,฿333,฿0,฿0,฿0
3011141,10034,16/3/2023 12:26,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿234,฿0,฿0,฿234,฿0,฿0,฿0
3011140,10035,16/3/2023 12:26,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿224,฿0,฿0,฿224,฿0,฿0,฿0
3011139,10036,16/3/2023 12:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿426,฿0,฿0,฿426,฿0,฿0,฿0
3011138,10037,16/3/2023 12:05,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿310,฿0,฿0,฿310,฿0,฿0,฿0
3011137,10038,16/3/2023 11:49,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3011136,10039,16/3/2023 11:00,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿75,฿0,฿0,฿100,฿0,฿25,฿0
3011135,10040,16/3/2023 10:54,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿170,฿0,฿0,฿170,฿0,฿0,฿0
3011134,10041,16/3/2023 10:45,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011133,10042,15/3/2023 21:15,มินนี่,ทานที่ร้าน,-,เงินสด,฿463,฿0,฿0,"฿1,000",฿0,฿537,฿0
3011132,10043,15/3/2023 20:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3011131,10044,15/3/2023 20:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿430,฿0,฿0,฿430,฿0,฿0,฿0
3011130,10045,15/3/2023 19:42,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011129,10046,15/3/2023 19:28,มินนี่,ทานที่ร้าน,-,เงินสด,฿218,฿0,฿0,฿220,฿0,฿2,฿0
3011128,10047,15/3/2023 19:18,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿438,฿0,฿0,฿438,฿0,฿0,฿0
3011127,10048,15/3/2023 18:18,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿164,฿0,฿0,฿164,฿0,฿0,฿0
3011126,10049,15/3/2023 18:14,มินนี่,ทานที่ร้าน,-,เงินสด,฿97,฿0,฿0,฿100,฿0,฿3,฿0
3011125,10050,15/3/2023 18:12,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3011124,10051,15/3/2023 17:41,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3011123,10052,15/3/2023 17:38,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3011122,10053,15/3/2023 17:29,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3011121,10054,15/3/2023 17:19,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011120,10055,15/3/2023 16:00,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3011119,10056,15/3/2023 15:53,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿234,฿0,฿0,฿234,฿0,฿0,฿0
3011118,10057,15/3/2023 14:29,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿518,฿0,฿0,฿518,฿0,฿0,฿0
3011117,10058,15/3/2023 14:05,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿119,฿0,฿0,฿119,฿0,฿0,฿0
3011116,10059,15/3/2023 14:03,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿60,฿0,฿0,"฿1,000",฿0,฿940,฿0
3011115,10060,15/3/2023 12:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿389,฿0,฿0,฿389,฿0,฿0,฿0
3011114,10061,15/3/2023 12:50,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿353,฿0,฿0,฿353,฿0,฿0,฿0
3011113,10062,15/3/2023 12:47,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿467,฿0,฿0,฿467,฿0,฿0,฿0
3011112,10063,15/3/2023 12:40,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿105,฿0,฿0,฿105,฿0,฿0,฿0
3011111,10064,15/3/2023 12:39,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿510,฿0,฿0,฿510,฿0,฿0,฿0
3011110,10065,15/3/2023 12:39,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿304,฿0,฿0,฿304,฿0,฿0,฿0
3011109,10066,15/3/2023 12:21,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿410,฿0,฿0,฿410,฿0,฿0,฿0
3011108,10067,15/3/2023 12:18,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,อื่นๆ,฿129,฿0,฿0,฿129,฿0,฿0,฿0
3011107,10068,15/3/2023 11:36,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿289,฿0,฿0,฿289,฿0,฿0,฿0
3011106,10069,15/3/2023 11:23,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿260,฿0,฿0,฿260,฿0,฿0,฿0
3011105,10070,15/3/2023 11:22,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3011104,10071,15/3/2023 10:59,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3011103,10072,15/3/2023 10:59,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿215,฿0,฿0,฿215,฿0,฿0,฿0
3011102,10073,15/3/2023 10:50,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿288,฿0,฿0,฿288,฿0,฿0,฿0
3011101,10074,15/3/2023 10:43,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3011100,10075,14/3/2023 20:43,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿665,฿0,฿0,฿665,฿0,฿0,฿0
3011099,10076,14/3/2023 20:33,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿140,฿0,฿0,฿140,฿0,฿0,฿0
3011098,10077,14/3/2023 20:17,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿560,฿0,฿0,฿560,฿0,฿0,฿0
3011097,10078,14/3/2023 20:07,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿622,฿0,฿0,฿622,฿0,฿0,฿0
3011096,10079,14/3/2023 19:37,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿420,฿0,฿0,฿420,฿0,฿0,฿0
3011095,10080,14/3/2023 19:30,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿443,฿0,฿0,฿443,฿0,฿0,฿0
3011094,10081,14/3/2023 19:29,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿145,฿0,฿0,฿145,฿0,฿0,฿0
3011093,10082,14/3/2023 19:19,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011092,10083,14/3/2023 18:40,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3011091,10084,14/3/2023 18:18,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3011090,10085,14/3/2023 17:54,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿97,฿0,฿0,฿97,฿0,฿0,฿0
3011089,10086,14/3/2023 17:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿772,฿0,฿0,฿772,฿0,฿0,฿0
3011088,10087,14/3/2023 17:10,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿204,฿0,฿0,฿204,฿0,฿0,฿0
3011087,10088,14/3/2023 16:45,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿145,฿0,฿0,฿145,฿0,฿0,฿0
3011086,10089,14/3/2023 16:42,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿20,฿0,฿0,฿20,฿0,฿0,฿0
3011085,10090,14/3/2023 15:11,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿660,฿0,฿0,฿660,฿0,฿0,฿0
3011084,10091,14/3/2023 13:52,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿623,฿0,฿0,฿623,฿0,฿0,฿0
3011083,10092,14/3/2023 13:28,มินนี่,ทานที่ร้าน,-,โอนเงิน,"฿1,065",฿0,฿0,"฿1,065",฿0,฿0,฿0
3011082,10093,14/3/2023 13:24,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3011081,10094,14/3/2023 12:54,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿716,฿0,฿0,฿716,฿0,฿0,฿0
3011080,10095,14/3/2023 12:54,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿353,฿0,฿0,฿353,฿0,฿0,฿0
3011079,10096,14/3/2023 12:49,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿285,฿0,฿0,฿285,฿0,฿0,฿0
3011078,10097,14/3/2023 12:47,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿425,฿0,฿0,฿425,฿0,฿0,฿0
3011077,10098,14/3/2023 12:38,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3011076,10099,14/3/2023 12:12,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿129,฿0,฿0,฿129,฿0,฿0,฿0
3011075,10100,14/3/2023 11:43,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3011074,10101,14/3/2023 11:34,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3011073,10102,14/3/2023 11:34,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3011072,10103,14/3/2023 11:33,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿200,฿0,฿0,฿200,฿0,฿0,฿0
3011071,10104,14/3/2023 11:24,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿20,฿0,฿0,฿20,฿0,฿0,฿0
3011070,10105,14/3/2023 11:24,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿194,฿0,฿0,฿194,฿0,฿0,฿0
3011069,10106,14/3/2023 11:23,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿85,฿0,฿0,฿85,฿0,฿0,฿0
3011068,10107,14/3/2023 11:20,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3011067,10108,14/3/2023 11:06,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿185,฿0,฿0,฿185,฿0,฿0,฿0
3011066,10109,13/3/2023 20:43,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3011065,10110,13/3/2023 20:43,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿220,฿0,฿0,฿220,฿0,฿0,฿0
3011064,10111,13/3/2023 20:40,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3011063,10112,13/3/2023 20:25,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿324,฿0,฿0,฿324,฿0,฿0,฿0
3011062,10113,13/3/2023 20:13,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿393,฿0,฿0,฿393,฿0,฿0,฿0
3011061,10114,13/3/2023 19:43,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3011060,10115,13/3/2023 19:33,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿384,฿0,฿0,฿384,฿0,฿0,฿0
3011059,10116,13/3/2023 19:22,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿349,฿0,฿0,฿349,฿0,฿0,฿0
3011058,10117,13/3/2023 19:12,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿318,฿0,฿0,฿318,฿0,฿0,฿0
3011057,10118,13/3/2023 19:12,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿350,฿0,฿0,฿350,฿0,฿0,฿0
3011056,10119,13/3/2023 18:56,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3011055,10120,13/3/2023 18:44,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿160,฿0,฿0,฿160,฿0,฿0,฿0
3011054,10121,13/3/2023 18:39,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿270,฿0,฿0,฿270,฿0,฿0,฿0
3011053,10122,13/3/2023 18:17,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿349,฿0,฿0,฿349,฿0,฿0,฿0
3011052,10123,13/3/2023 18:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3011051,10124,13/3/2023 18:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿440,฿0,฿0,฿440,฿0,฿0,฿0
3011050,10125,13/3/2023 17:59,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿191,฿0,฿0,฿191,฿0,฿0,฿0
3011049,10126,13/3/2023 17:55,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3011048,10127,13/3/2023 17:02,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿10,฿0,฿0,฿10,฿0,฿0,฿0
3011047,10128,13/3/2023 15:39,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿115,฿0,฿0,฿115,฿0,฿0,฿0
3011046,10129,13/3/2023 14:41,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿219,฿0,฿0,฿219,฿0,฿0,฿0
3011045,10130,13/3/2023 14:39,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿249,฿0,฿0,฿249,฿0,฿0,฿0
3011044,10131,13/3/2023 13:13,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3011043,10132,13/3/2023 13:01,มินนี่,ทานที่ร้าน,-,เงินสด,฿445,฿0,฿0,฿500,฿0,฿55,฿0
3011042,10133,13/3/2023 12:59,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿529,฿0,฿0,฿529,฿0,฿0,฿0
3011041,10134,13/3/2023 12:54,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿567,฿0,฿0,฿567,฿0,฿0,฿0
3011040,10135,13/3/2023 12:45,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3011039,10136,13/3/2023 12:15,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿120,฿0,฿0,฿120,฿0,฿0,฿0
3011038,10137,13/3/2023 11:10,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿225,฿0,฿0,฿225,฿0,฿0,฿0
3011037,10138,13/3/2023 10:38,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿160,฿0,฿0,฿160,฿0,฿0,฿0
3011036,10139,11/3/2023 21:07,มินนี่,ทานที่ร้าน,-,เงินสด,฿722,฿0,฿0,"฿1,000",฿0,฿278,฿0
3011035,10140,11/3/2023 20:40,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿209,฿0,฿0,฿209,฿0,฿0,฿0
3011034,10141,11/3/2023 20:12,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿254,฿0,฿0,฿254,฿0,฿0,฿0
3011033,10142,11/3/2023 20:12,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿154,฿0,฿0,฿154,฿0,฿0,฿0
3011032,10143,11/3/2023 19:28,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿214,฿0,฿0,฿214,฿0,฿0,฿0
3011031,10144,11/3/2023 18:55,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿210,฿0,฿0,฿210,฿0,฿0,฿0
3011030,10145,11/3/2023 18:20,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿159,฿0,฿0,฿159,฿0,฿0,฿0
3011029,10146,11/3/2023 18:20,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿164,฿0,฿0,฿164,฿0,฿0,฿0
3011028,10147,11/3/2023 18:18,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿10,฿0,฿0,฿10,฿0,฿0,฿0
3011027,10148,11/3/2023 18:18,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿111,฿0,฿0,฿111,฿0,฿0,฿0
3011026,10149,11/3/2023 18:11,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿244,฿0,฿0,฿244,฿0,฿0,฿0
3011025,10150,11/3/2023 18:09,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿135,฿0,฿0,฿135,฿0,฿0,฿0
3011024,10151,11/3/2023 18:02,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿264,฿0,฿0,฿264,฿0,฿0,฿0
3011023,10152,11/3/2023 17:45,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿265,฿0,฿0,฿265,฿0,฿0,฿0
3011022,10153,11/3/2023 17:39,มินนี่,ทานที่ร้าน,-,เงินสด,฿87,฿0,฿0,฿87,฿0,฿0,฿0
3011021,10154,11/3/2023 17:11,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿405,฿0,฿0,฿405,฿0,฿0,฿0
3011020,10155,11/3/2023 16:07,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3011019,10156,11/3/2023 15:48,มินนี่,ทานที่ร้าน,-,เงินสด,฿202,฿0,฿0,฿220,฿0,฿18,฿0
3011018,10157,11/3/2023 15:17,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿211,฿0,฿0,฿211,฿0,฿0,฿0
3011017,10158,11/3/2023 15:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿349,฿0,฿0,฿349,฿0,฿0,฿0
3011016,10159,11/3/2023 14:45,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿300,฿0,฿0,฿300,฿0,฿0,฿0
3011015,10160,11/3/2023 14:32,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿339,฿0,฿0,฿339,฿0,฿0,฿0
3011014,10161,11/3/2023 13:34,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿130,฿0,฿0,฿140,฿0,฿10,฿0
3011013,10162,11/3/2023 13:33,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿384,฿0,฿0,฿384,฿0,฿0,฿0
3011012,10163,11/3/2023 13:10,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,อื่นๆ,฿245,฿0,฿0,฿245,฿0,฿0,฿0
3011011,10164,11/3/2023 12:59,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿214,฿0,฿0,฿214,฿0,฿0,฿0
3011010,10165,11/3/2023 12:19,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3011009,10166,11/3/2023 12:19,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿270,฿0,฿0,฿270,฿0,฿0,฿0
3011008,10167,11/3/2023 11:54,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿264,฿0,฿0,฿264,฿0,฿0,฿0
3011007,10168,11/3/2023 11:38,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿289,฿0,฿0,฿289,฿0,฿0,฿0
3011006,10169,11/3/2023 11:18,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿190,฿0,฿0,฿190,฿0,฿0,฿0
3011005,10170,11/3/2023 10:56,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿323,฿0,฿0,฿323,฿0,฿0,฿0
3011004,10171,11/3/2023 10:44,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿210,฿0,฿0,฿210,฿0,฿0,฿0
3011003,10172,11/3/2023 10:11,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿260,฿0,฿0,฿260,฿0,฿0,฿0
3011002,10173,11/3/2023 10:10,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿369,฿0,฿0,฿369,฿0,฿0,฿0
3011001,10174,11/3/2023 10:05,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3011000,10175,10/3/2023 21:12,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿343,฿0,฿0,฿343,฿0,฿0,฿0
3010999,10176,10/3/2023 20:23,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿85,฿0,฿0,฿85,฿0,฿0,฿0
