ref_no,time,vendor,bill_type,pickup_type,payment_method,sale,payment,tip,change
3009247,4/1/2023 11:45,2,2,2,1,60.0,60.0,0.0,0.0
3009248,4/1/2023 11:47,2,2,2,2,55.0,55.0,0.0,0.0
3009249,4/1/2023 12:32,2,1,1,2,429.0,500.0,0.0,71.0
3009250,4/1/2023 12:33,2,1,1,1,224.0,224.0,0.0,0.0
3009251,4/1/2023 12:39,2,1,1,1,641.0,641.0,0.0,0.0
3009252,4/1/2023 12:39,2,1,1,1,214.0,214.0,0.0,0.0
3009253,4/1/2023 12:44,2,1,1,1,752.0,752.0,0.0,0.0
3009254,4/1/2023 12:54,2,2,4,3,294.0,294.0,0.0,0.0
3009255,4/1/2023 12:58,2,1,1,1,430.0,430.0,0.0,0.0
3009256,4/1/2023 13:20,2,1,1,1,450.0,450.0,0.0,0.0
3009257,4/1/2023 13:20,2,1,1,1,1374.0,1374.0,0.0,0.0
3009258,4/1/2023 13:20,2,2,2,1,195.0,195.0,0.0,0.0
3009259,4/1/2023 13:20,2,2,2,2,10.0,10.0,0.0,0.0
3009260,4/1/2023 13:31,2,2,3,3,304.0,304.0,0.0,0.0
3009261,4/1/2023 13:44,2,1,1,1,310.0,310.0,0.0,0.0
3009262,4/1/2023 14:13,2,2,2,1,300.0,300.0,0.0,0.0
3009263,4/1/2023 15:21,2,2,3,3,474.0,474.0,0.0,0.0
3009264,4/1/2023 16:13,2,1,1,1,212.0,212.0,0.0,0.0
3009265,4/1/2023 17:24,2,1,1,1,75.0,75.0,0.0,0.0
3009266,4/1/2023 17:38,2,2,2,2,254.0,500.0,0.0,246.0
3009267,4/1/2023 18:02,2,2,4,3,180.0,180.0,0.0,0.0
3009268,4/1/2023 18:09,2,1,1,1,97.0,97.0,0.0,0.0
3009269,4/1/2023 18:18,2,2,2,2,159.0,500.0,0.0,341.0
3009270,4/1/2023 18:19,2,1,1,1,424.0,424.0,0.0,0.0
3009271,4/1/2023 18:22,2,2,4,3,229.0,229.0,0.0,0.0
3009272,4/1/2023 18:22,2,2,3,3,574.0,574.0,0.0,0.0
3009273,4/1/2023 18:37,2,2,4,3,100.0,100.0,0.0,0.0
3009274,4/1/2023 19:18,2,1,1,1,259.0,259.0,0.0,0.0
3009275,4/1/2023 19:18,2,2,3,3,175.0,175.0,0.0,0.0
3009276,4/1/2023 19:28,2,2,2,1,150.0,150.0,0.0,0.0
3009277,4/1/2023 19:28,2,2,4,3,255.0,255.0,0.0,0.0
3009278,4/1/2023 19:43,2,2,3,3,405.0,405.0,0.0,0.0
3009279,4/1/2023 19:55,2,1,1,1,256.0,256.0,0.0,0.0
3009280,4/1/2023 20:03,2,2,6,3,404.0,404.0,0.0,0.0
3009281,4/1/2023 20:04,2,2,2,1,75.0,75.0,0.0,0.0
3009282,4/1/2023 20:54,2,1,1,2,75.0,75.0,0.0,0.0
3009283,4/1/2023 21:02,2,1,1,1,264.0,264.0,0.0,0.0
3009284,5/1/2023 10:49,2,2,4,3,270.0,270.0,0.0,0.0
3009285,5/1/2023 11:12,2,2,4,3,219.0,219.0,0.0,0.0
3009286,5/1/2023 11:20,2,2,3,3,120.0,120.0,0.0,0.0
3009287,5/1/2023 11:52,2,2,4,3,300.0,300.0,0.0,0.0
3009288,5/1/2023 12:23,2,1,1,1,353.0,353.0,0.0,0.0
3009289,5/1/2023 12:26,2,2,4,3,175.0,175.0,0.0,0.0
3009290,5/1/2023 12:34,2,1,1,1,243.0,243.0,0.0,0.0
3009291,5/1/2023 12:46,2,1,1,1,253.0,253.0,0.0,0.0
3009292,5/1/2023 12:46,2,1,1,1,398.0,398.0,0.0,0.0
3009293,5/1/2023 12:53,2,1,1,1,624.0,624.0,0.0,0.0
3009294,5/1/2023 12:53,2,1,1,1,256.0,256.0,0.0,0.0
3009295,5/1/2023 12:53,2,2,2,2,65.0,100.0,0.0,35.0
3009296,5/1/2023 12:53,2,1,1,1,387.0,387.0,0.0,0.0
3009297,5/1/2023 12:57,2,2,2,1,150.0,150.0,0.0,0.0
3009298,5/1/2023 13:03,2,1,1,1,579.0,579.0,0.0,0.0
3009299,5/1/2023 13:06,2,1,1,1,342.0,342.0,0.0,0.0
3009300,5/1/2023 13:45,2,1,1,2,437.0,500.0,0.0,63.0
3009301,5/1/2023 13:56,2,1,1,1,97.0,97.0,0.0,0.0
3009302,5/1/2023 13:59,2,2,3,3,166.0,166.0,0.0,0.0
3009303,5/1/2023 13:59,2,2,3,3,100.0,100.0,0.0,0.0
3009304,5/1/2023 13:59,2,2,4,3,289.0,289.0,0.0,0.0
3009305,5/1/2023 14:05,2,1,1,2,130.0,130.0,0.0,0.0
3009306,5/1/2023 14:10,2,2,2,2,130.0,140.0,0.0,10.0
3009307,5/1/2023 14:12,2,1,1,2,191.0,1000.0,0.0,809.0
3009308,5/1/2023 14:19,2,2,2,2,20.0,20.0,0.0,0.0
3009309,5/1/2023 14:29,2,1,1,1,565.0,565.0,0.0,0.0
3009310,5/1/2023 14:40,2,2,2,2,155.0,200.0,0.0,45.0
3009311,5/1/2023 16:22,2,1,1,1,367.0,367.0,0.0,0.0
3009312,5/1/2023 16:53,2,1,1,2,433.0,433.0,0.0,0.0
3009313,5/1/2023 17:51,2,2,6,3,508.0,508.0,0.0,0.0
3009314,5/1/2023 18:08,2,1,1,1,383.0,383.0,0.0,0.0
3009315,5/1/2023 18:28,2,2,4,3,304.0,304.0,0.0,0.0
3009316,5/1/2023 18:51,2,1,1,1,164.0,164.0,0.0,0.0
3009317,5/1/2023 19:00,2,1,1,2,293.0,1000.0,0.0,707.0
3009318,5/1/2023 19:16,2,2,4,3,235.0,235.0,0.0,0.0
3009319,5/1/2023 19:18,2,1,1,1,433.0,433.0,0.0,0.0
3009320,6/1/2023 10:13,2,2,4,3,160.0,160.0,0.0,0.0
3009321,6/1/2023 11:23,2,1,1,2,75.0,100.0,0.0,25.0
3009322,6/1/2023 12:11,2,2,4,3,100.0,100.0,0.0,0.0
3009323,6/1/2023 12:43,2,1,1,1,184.0,184.0,0.0,0.0
3009324,6/1/2023 12:47,2,1,1,1,144.0,144.0,0.0,0.0
3009325,6/1/2023 12:58,2,1,1,1,1015.0,1015.0,0.0,0.0
3009326,6/1/2023 13:02,2,1,1,2,661.0,1000.0,0.0,339.0
3009327,6/1/2023 13:05,2,2,3,3,200.0,200.0,0.0,0.0
3009328,6/1/2023 13:05,2,2,3,3,100.0,100.0,0.0,0.0
3009329,6/1/2023 13:05,2,2,7,3,219.0,219.0,0.0,0.0
3009330,6/1/2023 13:08,2,1,1,1,395.0,395.0,0.0,0.0
3009331,6/1/2023 13:10,2,1,1,1,866.0,866.0,0.0,0.0
3009332,6/1/2023 13:12,2,1,1,1,438.0,438.0,0.0,0.0
3009333,6/1/2023 13:35,2,1,1,1,505.0,505.0,0.0,0.0
3009334,6/1/2023 13:59,2,1,1,1,653.0,653.0,0.0,0.0
3009335,6/1/2023 15:45,2,1,1,1,235.0,235.0,0.0,0.0
3009336,6/1/2023 15:55,2,2,6,3,260.0,260.0,0.0,0.0
3009337,6/1/2023 16:21,2,2,3,3,115.0,115.0,0.0,0.0
3009338,6/1/2023 16:48,2,2,4,3,439.0,439.0,0.0,0.0
3009339,6/1/2023 17:02,2,1,1,1,1116.0,1116.0,0.0,0.0
3009340,6/1/2023 18:16,2,2,6,3,189.0,189.0,0.0,0.0
3009341,6/1/2023 18:43,2,2,3,3,459.0,459.0,0.0,0.0
3009342,6/1/2023 18:54,2,1,1,1,324.0,324.0,0.0,0.0
3009343,6/1/2023 18:59,2,1,1,1,134.0,134.0,0.0,0.0
3009344,6/1/2023 20:54,2,1,1,1,181.0,181.0,0.0,0.0
3009345,7/1/2023 9:30,2,1,1,1,40.0,40.0,0.0,0.0
3009346,7/1/2023 10:42,2,2,4,3,419.0,419.0,0.0,0.0
3009347,7/1/2023 10:43,2,2,4,3,573.0,573.0,0.0,0.0
3009348,7/1/2023 10:43,2,2,3,3,115.0,115.0,0.0,0.0
3009349,7/1/2023 10:43,2,2,3,3,100.0,100.0,0.0,0.0
3009350,7/1/2023 11:05,2,2,3,3,145.0,145.0,0.0,0.0
3009351,7/1/2023 11:53,2,2,3,3,160.0,160.0,0.0,0.0
3009352,7/1/2023 11:54,2,2,3,3,509.0,509.0,0.0,0.0
3009353,7/1/2023 12:20,2,2,3,3,150.0,150.0,0.0,0.0
3009354,7/1/2023 12:39,2,1,1,1,387.0,387.0,0.0,0.0
3009355,7/1/2023 12:56,2,1,1,1,640.0,640.0,0.0,0.0
3009356,7/1/2023 13:18,2,2,2,1,325.0,325.0,0.0,0.0
3009357,7/1/2023 13:26,2,2,6,3,225.0,225.0,0.0,0.0
3009358,7/1/2023 13:51,2,2,4,3,304.0,304.0,0.0,0.0
3009359,7/1/2023 13:52,2,2,3,3,175.0,175.0,0.0,0.0
3009360,7/1/2023 13:52,2,1,1,1,513.0,513.0,0.0,0.0
3009361,7/1/2023 14:14,2,1,1,1,418.0,418.0,0.0,0.0
3009362,7/1/2023 14:28,2,2,4,3,270.0,270.0,0.0,0.0
3009363,7/1/2023 14:39,2,1,1,1,221.0,221.0,0.0,0.0
3009364,7/1/2023 15:28,2,2,4,3,264.0,264.0,0.0,0.0
3009365,7/1/2023 15:55,2,1,1,1,418.0,418.0,0.0,0.0
3009366,7/1/2023 16:30,2,2,4,3,235.0,235.0,0.0,0.0
3009367,7/1/2023 17:12,2,2,3,3,119.0,119.0,0.0,0.0
3009368,7/1/2023 17:31,2,2,2,2,150.0,150.0,0.0,0.0
3009369,7/1/2023 18:03,2,2,3,3,190.0,190.0,0.0,0.0
3009370,7/1/2023 18:21,2,2,2,2,2.0,2.0,0.0,0.0
3009371,7/1/2023 18:23,2,1,1,1,248.0,248.0,0.0,0.0
3009372,7/1/2023 18:42,2,2,3,3,219.0,219.0,0.0,0.0
3009373,7/1/2023 19:32,2,2,4,3,300.0,300.0,0.0,0.0
3009374,7/1/2023 19:32,2,2,3,3,199.0,199.0,0.0,0.0
3009375,7/1/2023 20:18,2,1,1,2,87.0,100.0,0.0,13.0
3009376,7/1/2023 20:29,2,2,4,3,175.0,175.0,0.0,0.0
3009377,7/1/2023 20:29,2,2,3,3,514.0,514.0,0.0,0.0
3009378,7/1/2023 20:29,2,2,3,3,204.0,204.0,0.0,0.0
3009379,7/1/2023 20:49,2,1,1,1,1186.0,1186.0,0.0,0.0
3009380,7/1/2023 20:56,2,1,1,1,122.0,122.0,0.0,0.0
3009381,7/1/2023 21:03,2,1,1,1,425.0,425.0,0.0,0.0
3009382,7/1/2023 21:08,2,1,1,2,259.0,500.0,0.0,241.0
3009383,7/1/2023 21:08,2,2,2,1,65.0,65.0,0.0,0.0
3009384,9/1/2023 11:20,2,2,2,1,75.0,75.0,0.0,0.0
3009385,9/1/2023 12:00,2,2,2,1,65.0,65.0,0.0,0.0
3009386,9/1/2023 12:26,2,1,1,1,356.0,356.0,0.0,0.0
3009387,9/1/2023 12:26,2,2,3,3,205.0,205.0,0.0,0.0
3009388,9/1/2023 12:34,2,1,1,1,480.0,480.0,0.0,0.0
3009389,9/1/2023 12:37,2,1,1,2,176.0,500.0,0.0,324.0
3009390,9/1/2023 12:39,2,2,4,3,100.0,100.0,0.0,0.0
3009391,9/1/2023 12:43,2,1,1,2,258.0,1060.0,0.0,802.0
3009392,9/1/2023 12:47,2,1,1,1,1154.0,1154.0,0.0,0.0
3009393,9/1/2023 13:00,2,1,1,1,335.0,335.0,0.0,0.0
3009394,9/1/2023 13:26,2,1,1,2,85.0,100.0,0.0,15.0
3009395,9/1/2023 14:20,2,2,2,1,75.0,75.0,0.0,0.0
3009396,9/1/2023 14:25,2,2,2,2,20.0,100.0,0.0,80.0
3009397,9/1/2023 14:36,2,2,3,3,265.0,265.0,0.0,0.0
3009398,9/1/2023 15:38,2,2,2,1,20.0,20.0,0.0,0.0
3009399,9/1/2023 16:04,2,2,4,3,289.0,289.0,0.0,0.0
3009400,9/1/2023 17:15,2,2,3,3,389.0,389.0,0.0,0.0
3009401,9/1/2023 17:26,2,2,2,1,319.0,319.0,0.0,0.0
3009402,9/1/2023 17:58,2,2,3,3,165.0,165.0,0.0,0.0
3009403,9/1/2023 18:14,2,2,4,3,229.0,229.0,0.0,0.0
3009404,9/1/2023 18:59,2,2,4,3,409.0,409.0,0.0,0.0
3009405,9/1/2023 19:14,2,2,3,3,175.0,175.0,0.0,0.0
3009406,9/1/2023 19:32,2,1,1,1,249.0,249.0,0.0,0.0
3009407,9/1/2023 19:33,2,2,3,3,238.0,238.0,0.0,0.0
3009408,9/1/2023 19:33,2,2,3,3,140.0,140.0,0.0,0.0
3009409,9/1/2023 20:10,2,2,4,3,90.0,90.0,0.0,0.0
3009410,9/1/2023 20:36,2,2,3,3,85.0,85.0,0.0,0.0
3009411,9/1/2023 20:37,2,1,1,1,310.0,310.0,0.0,0.0
3009412,10/1/2023 11:04,2,2,6,3,175.0,175.0,0.0,0.0
3009413,10/1/2023 11:54,2,2,3,3,150.0,150.0,0.0,0.0
3009414,10/1/2023 12:18,2,2,3,3,454.0,454.0,0.0,0.0
3009415,10/1/2023 12:18,2,2,6,3,140.0,140.0,0.0,0.0
3009416,10/1/2023 12:22,2,2,4,3,250.0,250.0,0.0,0.0
3009417,10/1/2023 12:27,2,2,2,1,65.0,65.0,0.0,0.0
3009418,10/1/2023 12:51,2,1,1,1,429.0,429.0,0.0,0.0
3009419,10/1/2023 12:52,2,1,1,1,441.0,441.0,0.0,0.0
3009420,10/1/2023 12:54,2,1,1,1,445.0,445.0,0.0,0.0
3009421,10/1/2023 12:54,2,1,1,1,570.0,570.0,0.0,0.0
3009422,10/1/2023 12:54,2,2,3,3,189.0,189.0,0.0,0.0
3009423,10/1/2023 12:54,2,2,3,3,340.0,340.0,0.0,0.0
3009424,10/1/2023 12:54,2,1,1,1,2040.0,2040.0,0.0,0.0
3009425,10/1/2023 13:33,2,1,1,1,365.0,365.0,0.0,0.0
3009426,10/1/2023 14:12,2,1,1,2,308.0,1000.0,0.0,692.0
3009427,10/1/2023 14:12,2,2,4,3,165.0,165.0,0.0,0.0
3009428,10/1/2023 15:45,2,2,2,1,220.0,220.0,0.0,0.0
3009429,10/1/2023 16:31,2,2,3,3,204.0,204.0,0.0,0.0
3009430,10/1/2023 16:35,2,2,2,1,564.0,564.0,0.0,0.0
3009431,10/1/2023 17:09,2,2,2,1,125.0,125.0,0.0,0.0
3009432,10/1/2023 17:10,2,2,4,3,175.0,175.0,0.0,0.0
3009433,10/1/2023 17:35,2,2,3,3,180.0,180.0,0.0,0.0
3009434,10/1/2023 18:06,2,2,4,3,190.0,190.0,0.0,0.0
3009435,10/1/2023 18:06,2,2,3,3,219.0,219.0,0.0,0.0
3009436,10/1/2023 18:20,2,2,4,3,315.0,315.0,0.0,0.0
3009437,10/1/2023 18:30,2,2,4,3,334.0,334.0,0.0,0.0
3009438,10/1/2023 18:34,2,1,1,1,160.0,160.0,0.0,0.0
3009439,10/1/2023 18:48,2,2,4,3,289.0,289.0,0.0,0.0
3009440,10/1/2023 18:48,2,2,3,3,204.0,204.0,0.0,0.0
3009441,10/1/2023 19:07,2,1,1,1,258.0,258.0,0.0,0.0
3009442,10/1/2023 19:24,2,2,7,3,170.0,170.0,0.0,0.0
3009443,10/1/2023 20:02,2,1,1,1,191.0,191.0,0.0,0.0
3009444,10/1/2023 20:45,2,1,1,2,254.0,1000.0,0.0,746.0
3009445,10/1/2023 21:08,2,2,4,3,274.0,274.0,0.0,0.0
3009446,11/1/2023 11:48,2,2,4,3,265.0,265.0,0.0,0.0
3009447,11/1/2023 12:16,2,1,1,1,147.0,147.0,0.0,0.0
3009448,11/1/2023 12:43,2,1,1,1,545.0,545.0,0.0,0.0
3009449,11/1/2023 12:47,2,2,3,3,175.0,175.0,0.0,0.0
3009450,11/1/2023 12:48,2,1,1,1,304.0,304.0,0.0,0.0
3009451,11/1/2023 12:52,2,1,1,1,400.0,400.0,0.0,0.0
3009452,11/1/2023 13:16,2,2,4,3,280.0,280.0,0.0,0.0
3009453,11/1/2023 13:23,2,1,1,1,1311.0,1311.0,0.0,0.0
3009454,11/1/2023 13:23,2,1,1,1,595.0,595.0,0.0,0.0
3009455,11/1/2023 13:32,2,1,1,1,753.0,753.0,0.0,0.0
3009456,11/1/2023 13:56,2,1,1,1,186.0,186.0,0.0,0.0
3009457,11/1/2023 14:14,2,1,1,1,426.0,426.0,0.0,0.0
3009458,11/1/2023 16:54,2,2,3,3,250.0,250.0,0.0,0.0
3009459,11/1/2023 17:02,2,2,3,3,189.0,189.0,0.0,0.0
3009460,11/1/2023 17:02,2,2,3,3,204.0,204.0,0.0,0.0
3009461,11/1/2023 17:49,2,2,2,1,65.0,65.0,0.0,0.0
3009462,11/1/2023 17:57,2,1,1,1,422.0,422.0,0.0,0.0
3009463,11/1/2023 17:58,2,2,3,3,204.0,204.0,0.0,0.0
3009464,11/1/2023 18:13,2,2,3,3,115.0,115.0,0.0,0.0
3009465,11/1/2023 18:33,2,2,6,3,170.0,170.0,0.0,0.0
3009466,11/1/2023 18:37,2,2,2,1,230.0,230.0,0.0,0.0
3009467,11/1/2023 18:54,2,1,1,1,466.0,466.0,0.0,0.0
3009468,11/1/2023 19:07,2,2,3,3,189.0,189.0,0.0,0.0
3009469,11/1/2023 19:10,2,2,2,2,97.0,100.0,0.0,3.0
3009470,11/1/2023 19:49,2,2,3,3,204.0,204.0,0.0,0.0
3009471,11/1/2023 20:38,2,2,3,3,299.0,299.0,0.0,0.0
3009472,11/1/2023 20:50,2,1,1,1,328.0,328.0,0.0,0.0
3009473,11/1/2023 20:53,2,2,4,3,273.0,273.0,0.0,0.0
3009474,11/1/2023 20:56,2,1,1,1,378.0,378.0,0.0,0.0
3009475,12/1/2023 11:14,2,2,4,3,299.0,299.0,0.0,0.0
3009476,12/1/2023 11:19,2,1,1,2,97.0,100.0,0.0,3.0
3009477,12/1/2023 11:40,2,2,3,3,119.0,119.0,0.0,0.0
3009478,12/1/2023 11:54,2,2,3,3,100.0,100.0,0.0,0.0
3009479,12/1/2023 12:26,2,2,4,3,394.0,394.0,0.0,0.0
3009480,12/1/2023 12:26,2,2,3,3,438.0,438.0,0.0,0.0
3009481,12/1/2023 12:29,2,1,1,1,633.0,633.0,0.0,0.0
3009482,12/1/2023 12:31,2,1,1,1,358.0,358.0,0.0,0.0
3009483,12/1/2023 12:33,2,1,1,1,224.0,224.0,0.0,0.0
3009484,12/1/2023 12:37,2,1,1,1,503.0,503.0,0.0,0.0
3009485,12/1/2023 12:41,2,1,1,1,426.0,426.0,0.0,0.0
3009486,12/1/2023 12:45,2,1,1,1,517.0,517.0,0.0,0.0
3009487,12/1/2023 12:46,2,2,3,3,399.0,399.0,0.0,0.0
3009488,12/1/2023 12:49,2,1,1,2,348.0,350.0,0.0,2.0
3009489,12/1/2023 13:16,2,2,4,3,374.0,374.0,0.0,0.0
3009490,12/1/2023 13:35,2,2,4,3,229.0,229.0,0.0,0.0
3009491,12/1/2023 13:36,2,1,1,1,257.0,257.0,0.0,0.0
3009492,12/1/2023 13:36,2,2,3,3,529.0,529.0,0.0,0.0
3009493,12/1/2023 13:36,2,2,4,3,430.0,430.0,0.0,0.0
3009494,12/1/2023 15:38,2,2,4,3,185.0,185.0,0.0,0.0
3009495,12/1/2023 17:34,2,1,1,1,662.0,662.0,0.0,0.0
3009496,12/1/2023 17:37,2,2,3,3,189.0,189.0,0.0,0.0
3009497,12/1/2023 18:23,2,1,1,1,488.0,488.0,0.0,0.0
3009498,12/1/2023 18:25,2,2,2,2,34.0,40.0,0.0,6.0
3009499,12/1/2023 18:38,2,1,1,1,97.0,97.0,0.0,0.0
3009500,12/1/2023 18:38,2,1,1,1,240.0,240.0,0.0,0.0
3009501,12/1/2023 18:53,2,1,1,1,164.0,164.0,0.0,0.0
3009502,12/1/2023 19:17,2,1,1,1,97.0,97.0,0.0,0.0
3009503,12/1/2023 19:36,2,1,1,1,533.0,533.0,0.0,0.0
3009504,12/1/2023 19:38,2,1,1,1,414.0,414.0,0.0,0.0
3009505,12/1/2023 19:38,2,2,3,3,250.0,250.0,0.0,0.0
3009507,12/1/2023 20:00,2,1,1,1,314.0,314.0,0.0,0.0
3009508,12/1/2023 20:02,2,2,4,3,589.0,589.0,0.0,0.0
3009509,13/1/2023 11:28,2,2,4,3,275.0,275.0,0.0,0.0
3009510,13/1/2023 11:48,2,2,4,3,175.0,175.0,0.0,0.0
3009511,13/1/2023 12:06,2,2,3,3,274.0,274.0,0.0,0.0
3009512,13/1/2023 12:22,2,1,1,1,204.0,204.0,0.0,0.0
3009513,13/1/2023 12:44,2,2,7,3,160.0,160.0,0.0,0.0
3009514,13/1/2023 12:54,2,1,1,1,527.0,527.0,0.0,0.0
3009515,13/1/2023 12:55,2,1,1,1,323.0,323.0,0.0,0.0
3009516,13/1/2023 13:00,2,1,1,1,391.0,391.0,0.0,0.0
3009517,13/1/2023 13:00,2,1,1,1,797.0,797.0,0.0,0.0
3009518,13/1/2023 13:08,2,1,1,2,294.0,500.0,0.0,206.0
3009519,13/1/2023 13:26,2,1,1,1,403.0,403.0,0.0,0.0
3009520,13/1/2023 13:58,2,1,1,1,276.0,276.0,0.0,0.0
3009521,13/1/2023 14:03,2,1,1,1,97.0,97.0,0.0,0.0
3009522,13/1/2023 14:04,2,2,6,3,225.0,225.0,0.0,0.0
3009523,13/1/2023 15:41,2,2,4,3,439.0,439.0,0.0,0.0
3009524,13/1/2023 15:50,2,2,4,3,349.0,349.0,0.0,0.0
3009525,13/1/2023 16:00,2,2,4,3,225.0,225.0,0.0,0.0
3009526,13/1/2023 16:02,2,2,2,1,160.0,160.0,0.0,0.0
3009527,13/1/2023 17:03,2,2,3,3,219.0,219.0,0.0,0.0
3009528,13/1/2023 17:19,2,1,1,1,779.0,779.0,0.0,0.0
3009529,13/1/2023 17:43,2,2,2,2,85.0,90.0,0.0,5.0
3009530,13/1/2023 17:48,2,2,2,1,140.0,140.0,0.0,0.0
3009531,13/1/2023 17:49,2,2,3,3,300.0,300.0,0.0,0.0
3009532,13/1/2023 18:07,2,2,3,3,260.0,260.0,0.0,0.0
3009533,13/1/2023 18:24,2,1,1,1,97.0,97.0,0.0,0.0
3009534,13/1/2023 18:29,2,2,3,3,219.0,219.0,0.0,0.0
3009535,13/1/2023 18:42,2,2,2,1,140.0,140.0,0.0,0.0
3009536,13/1/2023 18:42,2,2,4,3,274.0,274.0,0.0,0.0
3009537,13/1/2023 18:44,2,1,1,2,305.0,305.0,0.0,0.0
3009538,13/1/2023 19:05,2,1,1,1,194.0,194.0,0.0,0.0
3009539,13/1/2023 19:05,2,2,2,3,204.0,204.0,0.0,0.0
3009540,13/1/2023 19:23,2,2,6,3,325.0,325.0,0.0,0.0
3009541,13/1/2023 19:36,2,2,4,3,270.0,270.0,0.0,0.0
3009542,13/1/2023 19:40,2,2,2,1,224.0,224.0,0.0,0.0
3009543,13/1/2023 19:41,2,2,2,2,10.0,10.0,0.0,0.0
3009544,13/1/2023 20:01,2,2,2,2,150.0,1000.0,0.0,850.0
3009545,13/1/2023 20:02,2,2,2,2,30.0,30.0,0.0,0.0
3009546,13/1/2023 20:06,2,1,1,1,459.0,459.0,0.0,0.0
3009547,13/1/2023 20:06,2,2,2,1,105.0,105.0,0.0,0.0
3009548,13/1/2023 20:10,2,2,2,1,75.0,75.0,0.0,0.0
3009549,13/1/2023 20:11,2,2,2,1,135.0,135.0,0.0,0.0
3009550,13/1/2023 20:13,2,1,1,1,256.0,256.0,0.0,0.0
3009551,13/1/2023 20:17,2,2,3,3,185.0,185.0,0.0,0.0
3009552,13/1/2023 20:31,2,1,1,1,190.0,190.0,0.0,0.0
3009553,13/1/2023 20:35,2,2,3,3,185.0,185.0,0.0,0.0
3009554,14/1/2023 10:43,2,2,4,3,275.0,275.0,0.0,0.0
3009555,14/1/2023 12:24,2,2,3,3,170.0,170.0,0.0,0.0
3009556,14/1/2023 12:55,2,1,1,1,333.0,333.0,0.0,0.0
3009557,14/1/2023 13:09,2,2,3,3,190.0,190.0,0.0,0.0
3009558,14/1/2023 13:35,2,2,3,3,289.0,289.0,0.0,0.0
3009559,14/1/2023 13:52,2,1,1,1,394.0,394.0,0.0,0.0
3009560,14/1/2023 15:45,2,2,4,3,195.0,195.0,0.0,0.0
3009561,14/1/2023 16:05,2,2,2,1,397.0,397.0,0.0,0.0
3009562,14/1/2023 16:16,2,2,2,1,70.0,70.0,0.0,0.0
3009563,14/1/2023 16:21,2,2,2,1,140.0,140.0,0.0,0.0
3009564,14/1/2023 16:46,2,2,7,3,250.0,250.0,0.0,0.0
3009565,14/1/2023 16:56,2,2,2,1,20.0,20.0,0.0,0.0
3009566,14/1/2023 17:23,2,2,4,3,140.0,140.0,0.0,0.0
3009567,14/1/2023 17:29,2,2,3,3,185.0,185.0,0.0,0.0
3009568,14/1/2023 18:02,2,2,4,3,250.0,250.0,0.0,0.0
3009569,14/1/2023 18:40,2,1,1,1,253.0,253.0,0.0,0.0
3009570,14/1/2023 19:14,2,1,1,1,80.0,80.0,0.0,0.0
3009571,14/1/2023 19:46,2,2,4,3,684.0,684.0,0.0,0.0
3009572,14/1/2023 19:56,2,1,1,1,368.0,368.0,0.0,0.0
3009573,14/1/2023 20:15,2,2,4,3,234.0,234.0,0.0,0.0
3009574,14/1/2023 20:22,2,1,1,1,276.0,276.0,0.0,0.0
3009575,14/1/2023 20:23,2,1,1,2,162.0,180.0,0.0,18.0
3009576,14/1/2023 21:20,2,1,1,1,596.0,596.0,0.0,0.0
3009577,14/1/2023 21:45,2,1,1,2,513.0,1000.0,0.0,487.0
3009578,14/1/2023 21:46,2,2,2,1,20.0,20.0,0.0,0.0
3009579,14/1/2023 21:46,2,1,1,1,1713.0,1713.0,0.0,0.0
3009580,16/1/2023 10:31,2,2,3,3,165.0,165.0,0.0,0.0
3009581,16/1/2023 11:38,2,2,2,1,75.0,75.0,0.0,0.0
3009582,16/1/2023 11:38,2,2,3,3,100.0,100.0,0.0,0.0
3009583,16/1/2023 12:14,2,2,3,3,165.0,165.0,0.0,0.0
3009584,16/1/2023 12:14,2,2,7,3,245.0,245.0,0.0,0.0
3009585,16/1/2023 12:16,2,1,1,1,311.0,311.0,0.0,0.0
3009586,16/1/2023 12:32,2,1,1,1,299.0,299.0,0.0,0.0
3009587,16/1/2023 12:36,2,2,4,3,100.0,100.0,0.0,0.0
3009588,16/1/2023 12:57,2,1,1,1,485.0,485.0,0.0,0.0
3009589,16/1/2023 13:16,2,1,1,1,75.0,75.0,0.0,0.0
3009590,16/1/2023 13:28,2,1,1,1,326.0,326.0,0.0,0.0
3009591,16/1/2023 13:28,2,2,3,3,100.0,100.0,0.0,0.0
3009592,16/1/2023 14:15,2,1,1,1,400.0,400.0,0.0,0.0
3009593,16/1/2023 14:33,2,1,1,2,20.0,20.0,0.0,0.0
3009594,16/1/2023 15:07,2,2,3,3,100.0,100.0,0.0,0.0
3009595,16/1/2023 15:26,2,1,1,1,286.0,286.0,0.0,0.0
3009596,16/1/2023 15:31,2,2,2,1,75.0,75.0,0.0,0.0
3009597,16/1/2023 15:44,2,2,3,3,100.0,100.0,0.0,0.0
3009598,16/1/2023 16:12,2,1,1,1,448.0,448.0,0.0,0.0
3009599,16/1/2023 17:10,2,2,6,3,344.0,344.0,0.0,0.0
3009600,16/1/2023 18:12,2,2,4,3,274.0,274.0,0.0,0.0
3009601,16/1/2023 18:26,2,2,4,3,189.0,189.0,0.0,0.0
3009602,16/1/2023 18:56,2,1,1,1,191.0,191.0,0.0,0.0
3009603,16/1/2023 19:01,2,2,4,3,255.0,255.0,0.0,0.0
3009604,16/1/2023 19:12,2,2,3,3,190.0,190.0,0.0,0.0
